paper_id,doi,title,authors,year,journal,source_db,category,is_fraud,fraud_confidence,fraud_types,retraction_date,retraction_reason,pubpeer_url,stat_audit_score,figure_forensics_score,methodology_score,citation_score,reproducibility_score,novelty_score,grim_score,sprite_score,granularity_score,pcurve_score,effect_size_score,retraction_score,cartel_score,llm_score,overall_risk_score,abstract_text,full_text_path,field_of_study,labeling_method,labeled_by,notes
SPB-0333,10.1007/s00132-018-3604-x,Robot-assisted vs. conventional unicompartmental knee arthroplasty : Systematic review and meta-analysis.,"Fu Jun, Wang Yuning, Li Xiang, Yu Baozhan, Ni Ming, et al.",2018,Der Orthopade,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Numerous advances have been made in prosthesis design, instrumentation and postoperative rehabilitation for unicompartmental knee arthroplasty; however, only 70-86% of patients are satisfied with the functional outcome and revision rates range between 10% and 20%. The primary outcome for this meta-analysis was implantation accuracy of component positioning and tibiofemoral component safe zone. A total of three randomized controlled trials (RCT), three quasi-RCTs and one prospective trial were included in this review. It was found that the use of robotic-assisted systems reduces implantation errors without an increase in adverse events. There are only a few reports about clinical outcome and long-term follow-up and whether the more accurate component positioning results in a better clinical effect or a better long-term survival of the implants is unknown.",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:30051277
SPB-0334,10.1002/14651858.CD002903.pub3,WITHDRAWN: Electrical cardioversion for atrial fibrillation and flutter.,"Mead Gillian E, Elder Andrew, Flapan Andrew D, Cordina John",2017,The Cochrane database of systematic reviews,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Atrial fibrillation increases stroke risk and adversely affects cardiovascular haemodynamics. Electrical cardioversion may, by restoring sinus rhythm, improve cardiovascular haemodynamics, reduce the risk of stroke, and obviate the need for long-term anticoagulation. To assess the effects of electrical cardioversion of atrial fibrillation or flutter on the risk of thromboembolic events, strokes and mortality (primary outcomes), the rate of cognitive decline, quality of life, the use of anticoagulants and the risk of re-hospitalisation (secondary outcomes) in adults (>18 years). We searched the Cochrane CENTRAL Register of Controlled Trials (1967 to May 2004), MEDLINE (1966 to May 2004), Embase (1980 to May 2004), CINAHL (1982 to May 2004), proceedings of the American College of Cardiology (published in Journal of the American College of Cardiology 1983 to 2003), www.trialscentral.org, www.controlled-trials.com and reference lists of articles. We hand-searched the indexes of the Proceed",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:29140555
SPB-0335,10.1186/s12891-015-0702-3,A systematic review and meta-analysis regarding the use of corticosteroids in septic arthritis.,Farrow Luke,2015,BMC musculoskeletal disorders,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Chondral damage is one of the major sequelae of septic arthritis; occurring even after prompt treatment of a septic joint. Subsequent loss of joint function can have a significant impact on a patient's quality of life. Corticosteroids are known to have beneficial effects on the rate and extent cartilage destruction in arthritis through a variety of mediators such as synovial RANKL expression, mast cells and pro-inflammatory cytokines. Investigation into sepsis at other sites has suggested improved outcomes with corticosteroid use despite the theoretical risks. This study therefore set out to review current literature with regards to a possible beneficial effect for corticosteroids in Septic Arthritis. A computerised search of the databases MEDLINE and CINAHL was conducted during November 2014 using the EBSCOhost web search engine in order to identify research articles relating to the use of corticosteroids in the treatment of septic arthritis. The search strategy revealed 223 unique ar",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:26342736
SPB-0336,10.1136/acupmed-2017-011528,Acupuncture for overactive bladder in adults: a systematic review and meta-analysis.,"Mak Tony C, Chen Hai Yong, Cho William C",2019,Acupuncture in medicine : journal of the British Medical Acupuncture Society,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Overactive bladder is prevalent in adults over 40 years of age and its prevalence increases with age. The use of acupuncture in adults with overactive bladder is increasing globally. However, its effectiveness/efficacy and safety have not yet been confirmed. To determine the effectiveness/efficacy and safety of acupuncture and to identify the pattern of commonly used traditional acupuncture points in the management of overactive bladder in adults. Ten electronic English and Chinese language databases were systematically searched and two English together with four Chinese journals relevant to acupuncture were manually searched in libraries for randomised controlled trials (RCTs) of acupuncture for overactive bladder in adults from their inception to March 2017. The Cochrane risk of bias tool was used to assess the methodological quality of the RCTs. RevMan v.5.3 software was employed for data analysis. Seven eligible trials involving 695 participants were included. Meta-analysis showed ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:31433197
SPB-0337,10.1007/s00540-017-2310-x,Adjuncts to local anaesthetics in tonsillectomy: a systematic review and meta-analysis.,"Vlok R, Melhuish T M, Chong C, Ryan T, White Leigh D",2017,Journal of anesthesia,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The infiltration of local anaesthetic agents has been shown to reduce post-tonsillectomy pain. A number of recent studies have shown that the addition of agents such as clonidine and dexamethasone improve the efficacy of nerve blocks and spinal anaesthesia. The aim of this review was to determine whether additives to local anaesthetic agents improve post-tonsillectomy outcomes. Four major databases were systematically searched for all relevant studies published up to August 2016. All study designs with a control group receiving local anaesthetic infiltration and an intervention receiving the same infiltration with an added agent were included in this review. These studies were then assessed for level of evidence and risk of bias. The data were then analysed both qualitatively and where appropriate by meta-analysis. We reviewed 11 randomised controlled trial (RCTs) that included 854 patients. Due to inconsistencies in the methods used to report outcomes, both quantitative and qualitativ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:28120104
SPB-0338,10.1016/j.jebdp.2018.12.004,Effect of Lasers on Dentine Hypersensitivity: Evidence From a Meta-analysis.,"Hu Meng-Long, Zheng Gang, Han Jian-Min, Yang Meng, Zhang You-Dong, et al.",2019,The journal of evidence-based dental practice,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The aim of the study was to evaluate the immediate and long-term desensitizing effect of lasers in reducing dentine hypersensitivity (DH) compared with negative controls. Six databases were searched to identify relevant articles published up to June 8, 2018. Randomized controlled trials comparing lasers with placebo or no treatment control in adult patients who suffer from DH were included. The risk of bias was assessed according to the Cochrane guidelines, and the quality of the evidence was evaluated using the Grading of Recommendations Assessment, Development and Evaluation tool. Inverse-variance random effects meta-analyses of standardized mean differences and 95% confidence intervals were performed using the RevMan 5.3 software. Twenty-two randomized controlled trials were finally included in the meta-analysis, and 21 studies of these were conducted to analyze the immediate and long-term effects. All types of lasers had better immediate and long-term desensitizing effects on DH th",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:31326044
SPB-0339,10.1136/bmjopen-2019-034298,Impact of point-of-care tests in community pharmacies: a systematic review and meta-analysis.,"Albasri Ali, Van den Bruel Ann, Hayward Gail, McManus Richard J, Sheppard James Peter, et al.",2020,BMJ open,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To summarise the literature regarding the use of point-of-care test (POCT) in pharmacies versus control/usual care. Systematic review and random-effects meta-analysis in community pharmacy. MEDLINE, Cochrane Central Register of Controlled Trials, Embase, ClinicalTrial.gov and Web of Science databases were searched. Articles were included if they: involved a POCT conducted by a community pharmacist, member of pharmacy staff or local equivalent; measured a clinically relevant outcome for example, clinical parameter monitoring. No clinical condition or language limits were set. No patient involvement. Data were independently extracted by two members of the review team to capture changes in clinical care that resulted from the use of the POCTs. The methodological quality of included studies was assessed, using the Cochrane Risk of Bias tool and Newcastle-Ottawa scale. Thirteen of the 1584 articles found were included in the meta-analyses. Studies covered four therapeutic areas: targeted an",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32414821
SPB-0340,10.5664/jcsm.10022,The effect of robot interventions on sleep in adults: a systematic review and network meta-analysis.,"Støre Siri Jakobsson, Beckman Linda, Jakobsson Niklas",2022,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Robotic pets or companion robots have demonstrated positive effects on several emotional and physiological factors in humans. Robots could constitute a complementary or alternative method to treat sleep problems, but individual studies on robots' effectiveness regarding sleep show mixed results. The aim of the current study was to compare the effects of robots, plush toys, and treatment as usual on sleep in adults. The current study is a systematic review and frequentist network meta-analysis of all randomized and cluster randomized controlled trials comparing the effects of robots, plush toys, and treatment as usual on total sleep time in adults. Four studies were included in the analysis. Three studies were considered to have a high risk of bias, whereas one was rated with some concerns. The studies comprised 381 participants. These participants were older adults, with or without dementia, living in nursing homes. The total sleep time was the only common sleep measure included in all",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:35404223
SPB-0341,10.21037/apm.2020.02.35,The effect of breathing exercises on patients with GERD: a meta-analysis.,"Qiu Kaijie, Wang Jie, Chen Baiwen, Wang Haibiao, Ma Chenyang",2020,Annals of palliative medicine,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Breathing exercises can improve the symptoms of patients with gastroesophageal reflux disease (GERD), but their specific effect and function are disputed. To evaluate and conduct a meta-analysis on the effect of breathing exercises on patients with GERD. A literature search for randomized controlled trials (RCTs) and prospective studies on the effects of employing breathing exercises on patients with GERD was conducted of all major online English databases (PubMed, Embase, the Cochrane library, CENTRAL, Web of Science, AMED, and CINAHL). After the systematic review of all the studies according to inclusion and exclusion criteria, we analyzed the extracted data through meta-analysis by using RevMan 5.3 software. This thesis analyzes 7 studies (including three RCTs), which together involved 194 patients and 16 healthy volunteers. The primary outcomes of these studies included GERD symptoms, esophageal manometry, esophageal pH monitoring, laryngoscopic findings, and acid suppression usage",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32233626
SPB-0342,10.23736/S0375-9393.20.14073-2,Drugs for anesthesia and analgesia in the preterm infant.,"Tesoro Simonetta, Marchesini Vanessa, Fratini Giuseppe, Engelhardt Thomas, De Robertis Edoardo",2020,Minerva anestesiologica,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"There is largely an absence of validated evidence-based therapies in term- and preterm newborn infants, due to a lack of pharmacological clinical trials. As a consequence, the drugs and doses used in clinical practice are extrapolated from dose-ranging trials performed in older patients. Drugs administered to the preterm infant are invariably off-label. The aim of this current review is to identify commonly used anesthetic and analgesic agents in this patient population, assess the existing evidence base, in terms of safety, efficacy, pharmacokinetics and pharmacodynamics, current indications and doses. We searched the PubMed, Google Scholar, Web of Science, U.S. Food and Drug Administration and World Health Organization databases and analyzed any studies for general anesthesia; analgo-sedation; regional anesthesia; pharmacokinetics, pharmacodynamics and pharmacogenomics in this patient population. A total of 412 studies (meta-analysis, systematic reviews, randomized controlled trial (",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32000473
SPB-0343,10.1016/j.ijsu.2015.09.033,Intra-abdominal drainage for laparoscopic cholecystectomy: A systematic review and meta-analysis.,"Wong Chee S, Cousins Grainne, Duddy John C, Walsh Stewart R",2015,"International journal of surgery (London, England)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To assess the effectiveness of intra-abdominal drainage (IAD) post laparoscopic cholecystectomy (LC). Main electronic databases [MEDLINE via Pubmed, EMBASE, Scopus, Web of Knowledge, Cochrane Central Register of Controlled Trials (CENTRAL) and the Cochrane Library, and clinical trial registry (ClinicalTrial.gov)] were searched for randomised controlled trial (RCT) reporting outcomes of IAD. The systematic review was conducted in accordance with the PRISMA guidelines and meta-analysis was analysed using fixed and random-effects models. Twelve RCTs involving 1763 patients (897 drained versus 866 without drain) were included in the final pooled analysis. There was no statistically significant different in the rate of intra-abdominal collections (RR 1.08, 95% CI 0.78 to 1.49; p = 0.65). IAD did not reduce the overall incidence of nausea and vomiting (RR 1.10, 95% CI 0.90 to 1.36; p = 0.36) and shoulder tip pain (RR 0.99, 95% CI 0.69 to 1.40; p = 0.93). Drain group had a significant higher ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:26386402
SPB-0344,10.1016/j.ijsu.2020.06.032,Four interventions for pediatric femoral shaft fractures: Network meta-analysis of randomized trials.,"Chen Zhao, Han Dawei, Wang Qingyu, Li Lianghua",2020,"International journal of surgery (London, England)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Fractures of the pediatric femoral shaft are uncommon, although serious injuries could lead to long-term disability, pain and an impaired quality of life. There are 4 main interventions: cast (C), plate fixation (PF), titanium elastic nail (TEN) and external fixation (EF). However, for pediatric patients under the age of 16, which intervention is the best choice remains a controversial topic. Therefore, a comprehensive network meta-analysis (NMA) is needed to summarize existing studies and to compare the safety and efficacy of the interventions for pediatric femoral shaft fractures. We searched through eight electronic databases (PubMed, Embase, Cochrane, Web of Science, CBM, CNKI, Wangfang, and VIP) for randomized controlled trials of femoral shaft fracture in pediatric patients, which were published until the end of March 2020. We performed a Bayesian NMA to integrate the adverse events and fracture union time of all interventions. Twenty-three randomized controlled trials with a tot",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32622056
SPB-0345,10.1016/j.jdent.2018.05.012,Effect of desensitizing toothpastes on dentine hypersensitivity: A systematic review and meta-analysis.,"Hu Meng-Long, Zheng Gang, Zhang You-Dong, Yan Xiang, Li Xiao-Chan, et al.",2018,Journal of dentistry,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To evaluate the desensitizing effect of toothpastes that contain ingredients that act against dentine hypersensitivity (DH) and to compare this effect with negative controls. Five databases were searched to identify relevant articles published up to November 27, 2017. Randomized controlled trials (RCTs) comparing desensitizing toothpastes with a toothpastes without desensitizing component in adult patients that suffer from DH were included. The risk of bias was assessed according to the Cochrane guidelines, and the quality of the evidence was evaluated using the GRADE tool. Inverse variance random-effects meta-analyses of standardized mean differences (SMD) and 95% confidence intervals (CIs) were calculated using RevMan 5.3 software. 53 RCTs with 4796 patients were finally included in the meta-analysis. The toothpastes that contain active desensitization ingredients showed a better desensitizing effect on DH than the negative control, except the strontium- and amorphous calcium phospha",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:29787782
SPB-0346,10.1177/0300060520964661,Role of platelet-rich plasma in the treatment of osteoarthritis: a meta-analysis.,"Ren Haijiang, Zhang Shouwei, Wang Xuejie, Li Zehui, Guo Wenlai",2020,The Journal of international medical research,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The clinical efficacy of platelet-rich plasma (PRP) in the treatment of osteoarthritis remains controversial. In this paper, we evaluated the clinical efficacy of PRP in the treatment of osteoarthritis using meta-analysis, providing evidence for the selection of clinical treatment options. We performed a computer-based search of PubMed, Embase, and the Cochrane Library databases to retrieve articles using the search terms ""platelet-rich plasma"", ""osteoarthrosis"", and ""knee joint"". Quality evaluation and data extraction were performed. The combined effect was assessed using RevMan 5.3 software. Five randomized controlled trials, involving 320 patients, were included in this study. No significant differences were observed in the International Knee Documentation Committee score, visual analog scale (VAS) score, or the absolute value of the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) score between the experimental and control groups. The absolute value of the VAS",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:33111611
SPB-0347,10.1016/j.jclinepi.2020.03.014,Asking questions changes health-related behavior: an updated systematic review and meta-analysis.,"Miles Lisa M, Rodrigues Angela M, Sniehotta Falko F, French David P",2020,Journal of clinical epidemiology,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The question-behavior effect (QBE) refers to whether asking people questions can result in changes in behavior. Such changes in behavior can lead to bias in trials. This study aims to update a systematic review of randomized controlled trials investigating the QBE, in light of several large preregistered studies being published. A systematic search for newly published trials covered 2012 to July 2018. Eligible trials randomly allocated participants to measurement vs. non-measurement control conditions or to different forms of measurement. Studies that reported health-related behavior as outcomes were included. Forty-three studies (33 studies from the original systematic review and 10 new studies) compared measurement vs. no measurement. An overall small effect was found using a random effect model: standardized mean difference = 0.06 (95% CI: 0.02-0.09), n = 104,388. Statistical heterogeneity was substantial (I<sup>2</sup> = 54%). In an analysis restricted to studies with a low risk of",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32229251
SPB-0348,10.1038/s41598-020-70641-7,Surgical procedures in the pilonidal sinus disease: a systematic review and network meta-analysis.,"Bi Siwei, Sun Kaibo, Chen Shanshan, Gu Jun",2020,Scientific reports,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"The most appropriate surgical treatment for pilonidal sinus disease (PSD) is still in dispute. This study aims to comprehensively compare the outcomes of surgical interventions using network meta-analysis. Randomized controlled trial studies were searched systematically to identify all eligible studies in multiple databases and previous publications and Bayesian network meta-analysis was performed. Our primary outcome was the recurrence rate. Differences in the findings of the studies were explored in meta regressions and sensitivity analyses. The risk of bias of each study was assessed using the Cochrane risk of bias tool. Confidence in evidence was assessed using CINeMA (Confidence in Network Meta-Analysis). A total of 39 studies and 5,061 patients were identified and the most common surgical intervention was the Limberg flap. In network meta-analysis, modified Limberg flap and off-midline closure were associated with the lowest recurrence rate. However, the Karydakis flap was associ",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:32792519
SPB-0349,10.3310/JNZT9406,Endometrial scratch to increase live birth rates in women undergoing first-time in vitro fertilisation: RCT and systematic review.,"Metwally Mostafa, Chatters Robin, Pye Clare, Dimairo Munya, White David, et al.",2022,"Health technology assessment (Winchester, England)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"In vitro fertilisation is a widely used reproductive technique that can be undertaken with or without intracytoplasmic sperm injection. The endometrial scratch procedure is an in vitro fertilisation 'add-on' that is sometimes provided prior to the first in vitro fertilisation cycle, but there is a lack of evidence to support its use. (1) To assess the clinical effectiveness, safety and cost-effectiveness of endometrial scratch compared with treatment as usual in women undergoing their first in vitro fertilisation cycle (the 'Endometrial Scratch Trial') and (2) to undertake a systematic review to combine the results of the Endometrial Scratch Trial with those of previous trials in which endometrial scratch was provided prior to the first in vitro fertilisation cycle. A pragmatic, multicentre, superiority, open-label, parallel-group, individually randomised controlled trial. Participants were randomised (1 : 1) via a web-based system to receive endometrial scratch or treatment as usual u",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:35129113
SPB-0350,10.3310/hta21130,Support and Assessment for Fall Emergency Referrals (SAFER) 2: a cluster randomised trial and systematic review of clinical effectiveness and cost-effectiveness of new protocols for emergency ambulance paramedics to assess older people following a fall with referral to community-based care when appropriate.,"Snooks Helen A, Anthony Rebecca, Chatters Robin, Dale Jeremy, Fothergill Rachael, et al.",2017,"Health technology assessment (Winchester, England)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Emergency calls are frequently made to ambulance services for older people who have fallen, but ambulance crews often leave patients at the scene without any ongoing care. We evaluated a new clinical protocol which allowed paramedics to assess older people who had fallen and, if appropriate, refer them to community-based falls services. To compare outcomes, processes and costs of care between intervention and control groups; and to understand factors which facilitate or hinder use. Cluster randomised controlled trial. Participating paramedics at three ambulance services in England and Wales were based at stations randomised to intervention or control arms. Participants were aged 65 years and over, attended by a study paramedic for a fall-related emergency service call, and resident in the trial catchment areas. Intervention paramedics received a clinical protocol with referral pathway, training and support to change practice. Control paramedics continued practice as normal. The primary",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:28397649
SPB-0351,10.1016/j.surg.2016.11.026,"Use of water-soluble contrast medium (gastrografin) does not decrease the need for operative intervention nor the duration of hospital stay in uncomplicated acute adhesive small bowel obstruction? A multicenter, randomized, clinical trial (Adhesive Small Bowel Obstruction Study) and systematic review.","Scotté Michel, Mauvais Francois, Bubenheim Michael, Cossé Cyril, Suaud Leslie, et al.",2017,Surgery,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"This study evaluated the association between oral gastrografin administration and the need for operative intervention in patients with presumed adhesive small bowel obstruction. Between October 2006 and August 2009, 242 patients with uncomplicated acute adhesive small bowel obstruction were included in a randomized, controlled trial (the Adhesive Small Bowel Obstruction Study, NCT00389116) and allocated to a gastrografin arm or a saline solution arm. The primary end point was the need for operative intervention within 48 hours of randomization. The secondary end points were the resection rate, the time interval between the initial computed tomography and operative intervention, the time interval between oral refeeding and discharge, risk factors for the failure of nonoperative management, in-hospital mortality, duration of stay, and recurrence or death after discharge. We performed a systematic review of the literature in order to evaluate the relationship between use of gastrografin a",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:28087066
SPB-0352,10.1097/CCM.0000000000001479,Effect of Perioperative Goal-Directed Hemodynamic Resuscitation Therapy on Outcomes Following Cardiac Surgery: A Randomized Clinical Trial and Systematic Review.,"Osawa Eduardo A, Rhodes Andrew, Landoni Giovanni, Galas Filomena R B G, Fukushima Julia T, et al.",2016,Critical care medicine,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To evaluate the effects of goal-directed therapy on outcomes in high-risk patients undergoing cardiac surgery. A prospective randomized controlled trial and an updated metaanalysis of randomized trials published from inception up to May 1, 2015. Surgical ICU within a tertiary referral university-affiliated teaching hospital. One hundred twenty-six high-risk patients undergoing coronary artery bypass surgery or valve repair. Patients were randomized to a cardiac output-guided hemodynamic therapy algorithm (goal-directed therapy group, n = 62) or to usual care (n = 64). In the goal-directed therapy arm, a cardiac index of greater than 3 L/min/m was targeted with IV fluids, inotropes, and RBC transfusion starting from cardiopulmonary bypass and ending 8 hours after arrival to the ICU. The primary outcome was a composite endpoint of 30-day mortality and major postoperative complications. Patients from the goal-directed therapy group received a greater median (interquartile range) volume of",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:26646462
SPB-0353,10.1016/j.autrev.2015.05.013,Efficacy of low-dose rituximab for the treatment of mixed cryoglobulinemia vasculitis: Phase II clinical trial and systematic review.,"Visentini Marcella, Tinelli Carmine, Colantuono Stefania, Monti Monica, Ludovisi Serena, et al.",2015,Autoimmunity reviews,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"To evaluate whether rituximab at a low dose of 250 mg/m(2) × 2 may be as effective as at higher dosages, most commonly 375 mg/m(2)×4, used in previous studies on the treatment of patients with refractory mixed cryoglobulinemia (MC) vasculitis associated with hepatitis C virus (HCV) infection. We conducted a phase 2, single-arm two-stage trial (EUDRACT n. 2008-000086-38) of low-dose rituximab in 52 patients with HCV-associated MC who were ineligible/intolerant or non-responder to antiviral therapy. The primary outcomes were response of vasculitis evaluated by the Birmingham Vasculitis Activity Score (BVAS) at months 3, 6 and 12, rate of relapses and time to relapse, and rate of adverse events. Our data were compared with those reported in 19 published studies selected among 291 reviewed in a literature search. The cumulative response rate (complete and partial) at month 3 was 81% in our patients, and 86% in 208 patients from studies using high-dose rituximab. The relapse rate and median",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:26031898
SPB-0354,10.1016/S0140-6736(17)30260-X,"Quarter-dose quadruple combination therapy for initial treatment of hypertension: placebo-controlled, crossover, randomised trial and systematic review.","Chow Clara K, Thakkar Jay, Bennett Alex, Hillis Graham, Burke Michael, et al.",2017,"Lancet (London, England)",pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Globally, most patients with hypertension are treated with monotherapy, and control rates are poor because monotherapy only reduces blood pressure by around 9/5 mm Hg on average. There is a pressing need for blood pressure-control strategies with improved efficacy and tolerability. We aimed to assess whether ultra-low-dose combination therapy could meet these needs. We did a randomised, placebo-controlled, double-blind, crossover trial of a quadpill-a single capsule containing four blood pressure-lowering drugs each at quarter-dose (irbesartan 37·5 mg, amlodipine 1·25 mg, hydrochlorothiazide 6·25 mg, and atenolol 12·5 mg). Participants with untreated hypertension were enrolled from four centres in the community of western Sydney, NSW, Australia, mainly by general practitioners. Participants were randomly allocated by computer to either the quadpill or matching placebo for 4 weeks; this treatment was followed by a 2-week washout, then the other study treatment was administered for 4 wee",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:28190578
SPB-0355,10.1136/ebmental-2022-300530,Can we mitigate the psychological impacts of social isolation using behavioural activation? Long-term results of the UK BASIL urgent public health COVID-19 pilot randomised controlled trial and living systematic review.,"Littlewood Elizabeth, McMillan Dean, Chew Graham Carolyn, Bailey Della, Gascoyne Samantha, et al.",2022,Evidence-based mental health,pubmed_clean,CLEAN,0,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,"Behavioural and cognitive interventions remain credible approaches in addressing loneliness and depression. There was a need to rapidly generate and assimilate trial-based data during COVID-19. We undertook a parallel pilot RCT of behavioural activation (a brief behavioural intervention) for depression and loneliness (Behavioural Activation in Social Isolation, the BASIL-C19 trial ISRCTN94091479). We also assimilate these data in a living systematic review (PROSPERO CRD42021298788) of cognitive and/or behavioural interventions. Participants (≥65 years) with long-term conditions were computer randomised to behavioural activation (n=47) versus care as usual (n=49). Primary outcome was PHQ-9. Secondary outcomes included loneliness (De Jong Scale). Data from the BASIL-C19 trial were included in a metanalysis of depression and loneliness. The 12 months adjusted mean difference for PHQ-9 was -0.70 (95% CI -2.61 to 1.20) and for loneliness was -0.39 (95% CI -1.43 to 0.65).The BASIL-C19 living",,medicine,auto_pubmed_clean,scipeerai_collector_v1,pmid:36223980
